"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"SOT8BUS","197406","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197407","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197408","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197409","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197410","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197411","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197412","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197413","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197501","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197502","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197503","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197504","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197505","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197506","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197507","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197508","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197509","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197510","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197511","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197512","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197513","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197601","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197602","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197603","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197604","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197605","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197606","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197607","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197608","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197609","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197610","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197611","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197612","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197613","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197701","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197702","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197703","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197704","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197705","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197706","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197707","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197708","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197709","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197710","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197711","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197712","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197713","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197801","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197802","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197803","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197804","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197805","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197806","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197807","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197808","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197809","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197810","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197811","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197812","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197813","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197901","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197902","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197903","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197904","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197905","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197906","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197907","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197908","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197909","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197910","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197911","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197912","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","197913","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198001","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198002","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198003","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198004","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198005","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198006","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198007","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198008","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198009","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198010","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198011","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198012","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198013","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198101","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198102","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198103","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198104","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198105","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198106","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198107","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198108","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198109","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198110","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198111","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198112","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198113","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198201","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198202","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198203","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198204","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198205","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198206","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198207","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198208","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198209","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198210","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198211","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198212","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198213","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198301","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198302","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198303","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198304","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198305","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198306","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198307","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198308","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198309","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198310","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198311","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198312","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198313","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198401","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198402","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198403","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198404","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198405","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198406","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198407","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198408","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198409","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198410","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198411","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198412","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198413","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198501","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198502","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198503","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198504","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198505","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198506","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198507","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198508","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198509","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198510","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198511","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198512","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198513","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198601","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198602","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198603","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198604","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198605","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198606","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198607","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198608","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198609","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198610","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198611","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198612","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198613","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198701","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198702","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198703","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198704","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198705","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198706","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198707","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198708","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198709","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198710","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198711","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198712","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198713","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198801","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198802","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198803","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198804","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198805","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198806","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198807","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198808","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198809","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198810","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198811","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198812","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198813","Not Available","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198901","2.792","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198902","3.01","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198903","4.147","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198904","4.571","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198905","5.046","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198906","5.092","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198907","5.345","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198908","5.29","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198909","4.825","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198910","4.397","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198911","3.607","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198912","3.424","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","198913","51.546","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199001","2.958","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199002","3.189","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199003","4.393","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199004","4.842","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199005","5.345","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199006","5.394","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199007","5.662","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199008","5.603","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199009","5.111","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199010","4.658","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199011","3.821","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199012","3.627","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199013","54.602","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199101","3.051","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199102","3.288","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199103","4.531","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199104","4.994","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199105","5.513","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199106","5.562","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199107","5.839","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199108","5.779","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199109","5.27","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199110","4.804","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199111","3.94","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199112","3.74","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199113","56.311","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199201","3.16","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199202","3.406","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
"SOT8BUS","199203","4.693","1","Distributed Solar Energy Consumption for Heat:  Total","Trillion Btu"
